qlist,qlistlabel,eppocode,organism_prefname,yr_add,main_category
Q,RNQP (Annex IV),DASYTE,Dasineura tetensi,2019,Insecta
Q,RNQP (Annex IV),ROSLNE,Dematophora necatrix,2019,Fungi
Q,RNQP (Annex IV),DIAPPC,Diaporthe caulivora,2019,Fungi
Q,RNQP (Annex IV),DIAPPS,Diaporthe sojae,2019,Fungi
Q,RNQP (Annex IV),DIAPST,Diaporthe strumella,2019,Fungi
Q,RNQP (Annex IV),DIAPVA,Diaporthe vaccinii,2019,Fungi
Q,RNQP (Annex IV),1DICKG,Dickeya,2019,Bacteria
Q,RNQP (Annex IV),ERWICD,Dickeya dianthicola,2019,Bacteria
Q,RNQP (Annex IV),DITYDE,Ditylenchus destructor,2019,Nematoda
Q,RNQP (Annex IV),DITYDI,Ditylenchus dipsaci,2019,Nematoda
Q,RNQP (Annex IV),DOTSPI,Dothistroma pini,2019,Fungi
Q,RNQP (Annex IV),SCIRPI,Dothistroma septosporum,2019,Fungi
Q,RNQP (Annex IV),EPIDBE,Epidiaspis leperii,2019,Insecta
Q,RNQP (Annex IV),ERISLA,Eriosoma lanigerum,2019,Insecta
Q,RNQP (Annex IV),ERWIAM,Erwinia amylovora,2019,Bacteria
Q,RNQP (Annex IV),MCRSGR,Erysiphe grossulariae,2019,Fungi
Q,RNQP (Annex IV),EXOBVA,Exobasidium vaccinii,2019,Fungi
Q,RNQP (Annex IV),ALV000,Foveavirus latensarmeniacae,2019,Viruses and viroids
Q,RNQP (Annex IV),ASPV00,Foveavirus mali,2019,Viruses and viroids
Q,RNQP (Annex IV),1FUSAG,Fusarium,2019,Fungi
Q,RNQP (Annex IV),GIBBFU,Fusarium fujikuroi,2019,Fungi
Q,RNQP (Annex IV),GODRCA,Godronia cassandrae,2019,Fungi
Q,RNQP (Annex IV),HLCBBR,Helicobasidium brebissonii,2019,Fungi
Q,RNQP (Annex IV),HETDFI,Heterodera fici,2019,Nematoda
Q,RNQP (Annex IV),HSVD00,Hostuviroid impedihumuli,2019,Viruses and viroids
Q,RNQP (Annex IV),RBDV00,Idaeovirus rubi,2019,Viruses and viroids
Q,RNQP (Annex IV),APMV00,Ilarvirus ApMV,2019,Viruses and viroids
Q,RNQP (Annex IV),BLSHV0,Ilarvirus BSV,2019,Viruses and viroids
Q,RNQP (Annex IV),CVV000,Ilarvirus CVV,2019,Viruses and viroids
Q,RNQP (Annex IV),PDV000,Ilarvirus PDV,2019,Viruses and viroids
Q,RNQP (Annex IV),PNRSV0,Ilarvirus PNRSV,2019,Viruses and viroids
Q,RNQP (Annex IV),SCIRAC,Lecanosticta acicola,2019,Fungi
Q,RNQP (Annex IV),LONGAT,Longidorus attenuatus,2019,Nematoda
Q,RNQP (Annex IV),LONGEL,Longidorus elongatus,2019,Nematoda
Q,RNQP (Annex IV),LONGMA,Longidorus macrosoma,2019,Nematoda
Q,RNQP (Annex IV),GFKV00,Maculavirus vitis,2019,Viruses and viroids
Q,RNQP (Annex IV),MELGAR,Meloidogyne arenaria,2019,Nematoda
Q,RNQP (Annex IV),MELGHA,Meloidogyne hapla,2019,Nematoda
Q,RNQP (Annex IV),MELGIN,Meloidogyne incognita,2019,Nematoda
Q,RNQP (Annex IV),MELGJA,Meloidogyne javanica,2019,Nematoda
Q,RNQP (Annex IV),PEZIMA,Neofabraea malicorticis,2019,Fungi
Q,RNQP (Annex IV),PEZIAL,Neofabraea vagabunda,2019,Fungi
Q,RNQP (Annex IV),NECTGA,Neonectria ditissima,2019,Fungi
Q,RNQP (Annex IV),ARMV00,Nepovirus arabis,2019,Viruses and viroids
Q,RNQP (Annex IV),CLRV00,Nepovirus avii,2019,Viruses and viroids
Q,RNQP (Annex IV),MLRSV0,Nepovirus cerasiferae,2019,Viruses and viroids
Q,RNQP (Annex IV),GFLV00,Nepovirus foliumflabelli,2019,Viruses and viroids
Q,RNQP (Annex IV),TORSV0,Nepovirus lycopersici,2024,Viruses and viroids
Q,RNQP (Annex IV),TRSV00,Nepovirus nicotianae,2024,Viruses and viroids
Q,RNQP (Annex IV),TBRV00,Nepovirus nigranuli,2019,Viruses and viroids
Q,RNQP (Annex IV),BRAV00,Nepovirus ribis,2019,Viruses and viroids
Q,RNQP (Annex IV),RPRSV0,Nepovirus rubi,2019,Viruses and viroids
Q,RNQP (Annex IV),OLYAV0,Olivavirus flavioleae,2019,Viruses and viroids
Q,RNQP (Annex IV),OVYAV0,Olive vein yellowing associated virus,2019,Viruses and viroids
Q,RNQP (Annex IV),OYMDAV,Olive yellow mottling and decline associated virus,2019,Viruses and viroids
Q,RNQP (Annex IV),CPSV00,Ophiovirus citri,2019,Viruses and viroids
Q,RNQP (Annex IV),BLMAV0,Ophiovirus vaccinii,2019,Viruses and viroids
Q,RNQP (Annex IV),OPOGSC,Opogona sacchari,2019,Insecta
Q,RNQP (Annex IV),INSV00,Orthotospovirus impatiensnecromaculae,2019,Viruses and viroids
Q,RNQP (Annex IV),TSWV00,Orthotospovirus tomatomaculae,2019,Viruses and viroids
Q,RNQP (Annex IV),PRABMY,Parabemisia myricae,2019,Insecta
Q,RNQP (Annex IV),PRBN00,Pear bark necrosis agent,2019,Viruses and viroids
Q,RNQP (Annex IV),1PECBG,Pectobacterium,2019,Bacteria
Q,RNQP (Annex IV),PLMVD0,Pelamoviroid latenspruni,2019,Viruses and viroids
Q,RNQP (Annex IV),PSPESR,Peronospora sparsa,2019,Chromista
Q,RNQP (Annex IV),TARSPA,Phytonemus pallidus,2019,Acari
Q,RNQP (Annex IV),1PHYTG,Phytophthora,2019,Chromista
Q,RNQP (Annex IV),PHYTCC,Phytophthora cactorum,2019,Chromista
Q,RNQP (Annex IV),PHYTCM,Phytophthora cambivora,2019,Chromista
Q,RNQP (Annex IV),PHYTCN,Phytophthora cinnamomi,2019,Chromista
Q,RNQP (Annex IV),PHYTCO,Phytophthora citrophthora,2019,Chromista
Q,RNQP (Annex IV),PHYTCR,Phytophthora cryptogea,2019,Chromista
Q,RNQP (Annex IV),PHYTFR,Phytophthora fragariae,2019,Chromista
Q,RNQP (Annex IV),PHYTNP,Phytophthora nicotianae var. parasitica,2019,Chromista
Q,RNQP (Annex IV),PHYTRA,Phytophthora ramorum,2021,Chromista
Q,RNQP (Annex IV),ERPHAV,Phytoptus avellanae,2019,Acari
Q,RNQP (Annex IV),PLASHA,Plasmopara halstedii,2019,Chromista
Q,RNQP (Annex IV),DEUTTR,Plenodomus tracheiphilus,2019,Fungi
Q,RNQP (Annex IV),PODOAP,Podosphaera aphanis,2019,Fungi
Q,RNQP (Annex IV),SPHRMU,Podosphaera mors-uvae,2019,Fungi
Q,RNQP (Annex IV),PLRV00,Polerovirus PLRV,2019,Viruses and viroids
Q,RNQP (Annex IV),CEVD00,Pospiviroid exocortiscitri,2019,Viruses and viroids
Q,RNQP (Annex IV),PSTVD0,Pospiviroid fusituberis,2019,Viruses and viroids
Q,RNQP (Annex IV),CSVD00,Pospiviroid impedichrysanthemi,2019,Viruses and viroids
Q,RNQP (Annex IV),PVX000,Potexvirus ecspotati,2019,Viruses and viroids
Q,RNQP (Annex IV),SMYEV0,Potexvirus fragariae,2019,Viruses and viroids
Q,RNQP (Annex IV),PEPMV0,Potexvirus pepini,2019,Viruses and viroids
Q,RNQP (Annex IV),LYSV00,Potyvirus ampeloprasi,2019,Viruses and viroids
Q,RNQP (Annex IV),PVA000,Potyvirus atuberosi,2019,Viruses and viroids
Q,RNQP (Annex IV),OYDV00,Potyvirus cepae,2019,Viruses and viroids
Q,RNQP (Annex IV),PPV000,Potyvirus plumpoxi,2019,Viruses and viroids
Q,RNQP (Annex IV),PVY000,Potyvirus yituberosi,2019,Viruses and viroids
Q,RNQP (Annex IV),PRATPE,Pratylenchus penetrans,2019,Nematoda
Q,RNQP (Annex IV),PRATVU,Pratylenchus vulnus,2019,Nematoda
Q,RNQP (Annex IV),PSEAPE,Pseudaulacaspis pentagona,2019,Insecta
Q,RNQP (Annex IV),PSDMAL,Pseudomonas avellanae,2019,Bacteria
Q,RNQP (Annex IV),PSDMSA,Pseudomonas savastanoi pv. savastanoi,2019,Bacteria
Q,RNQP (Annex IV),PSDMAK,Pseudomonas syringae pv. actinidiae,2021,Bacteria
Q,RNQP (Annex IV),PSDMMP,Pseudomonas syringae pv. morsprunorum,2019,Bacteria
Q,RNQP (Annex IV),PSDMPE,Pseudomonas syringae pv. persicae,2019,Bacteria
Q,RNQP (Annex IV),PSDMSY,Pseudomonas syringae pv. syringae,2019,Bacteria
Q,RNQP (Annex IV),PSDMVF,Pseudomonas viridiflava,2019,Bacteria
Q,RNQP (Annex IV),1PSYLG,Psylla,2019,Insecta
Q,RNQP (Annex IV),PUCCHN,Puccinia horiana,2019,Fungi
Q,RNQP (Annex IV),THEKMI,Pucciniastrum minimum,2024,Fungi
Q,RNQP (Annex IV),RAMUEN,Ramularia endophylla,2019,Fungi
Q,RNQP (Annex IV),RVCV00,Raspberry vein chlorosis virus,2019,Viruses and viroids
Q,RNQP (Annex IV),THOMTE,Resseliella theobaldi,2019,Insecta
Q,RNQP (Annex IV),RHIZFR,Rhizoctonia fragariae,2019,Fungi
Q,RNQP (Annex IV),RHIZSO,Rhizoctonia solani,2019,Fungi
Q,RNQP (Annex IV),CORBFA,Rhodococcus fascians,2019,Bacteria
Q,RNQP (Annex IV),RHYCFE,Rhynchophorus ferrugineus,2019,Insecta
Q,RNQP (Annex IV),CRNRM0,Robigovirus necroavii,2019,Viruses and viroids
Q,RNQP (Annex IV),CGRMV0,Robigovirus viridiavii,2019,Viruses and viroids
Q,RNQP (Annex IV),SMOV00,Sadwavirus fragariae,2019,Viruses and viroids
Q,RNQP (Annex IV),BRNV00,Sadwavirus rubi,2019,Viruses and viroids
Q,RNQP (Annex IV),SKLPPA,Sclerophora pallida,2019,Fungi
Q,RNQP (Annex IV),SCLESC,Sclerotinia sclerotiorum,2019,Fungi
Q,RNQP (Annex IV),BSSV00,Sobemovirus BSSV,2019,Viruses and viroids
Q,RNQP (Annex IV),BRRV00,Soymovirus maculavaccinii,2019,Viruses and viroids
Q,RNQP (Annex IV),SPIRCI,Spiroplasma citri,2019,Bacteria
Q,RNQP (Annex IV),SPONSU,Spongospora subterranea,2019,Protozoa
Q,RNQP (Annex IV),SLRSV0,Stralarivirus fragariae,2019,Viruses and viroids
Q,RNQP (Annex IV),PHYP75,Strawberry multiplier disease phytoplasma,2019,Bacteria
Q,RNQP (Annex IV),SCLOCE,Stromatinia cepivora,2019,Fungi
Q,RNQP (Annex IV),TETRUR,Tetranychus urticae,2019,Acari
Q,RNQP (Annex IV),TOBRFV,Tobamovirus fructirugosum,2025,Viruses and viroids
Q,RNQP (Annex IV),CMLV00,Trichovirus maculavii,2019,Viruses and viroids
Q,RNQP (Annex IV),ACLSV0,Trichovirus mali,2019,Viruses and viroids
Q,RNQP (Annex IV),TYLESE,Tylenchulus semipenetrans,2019,Nematoda
Q,RNQP (Annex IV),LCHV10,Velarivirus nanoavii,2019,Viruses and viroids
Q,RNQP (Annex IV),VERTAA,Verticillium alboatrum sensu lato,2019,Fungi
Q,RNQP (Annex IV),VERTDA,Verticillium dahliae,2019,Fungi
Q,RNQP (Annex IV),VERTDH,Verticillium dahliae hop strains,2019,Fungi
Q,RNQP (Annex IV),VERTNO,Verticillium nonalfalfae,2019,Fungi
Q,RNQP (Annex IV),VERTAH,Verticillium nonalfalfae hop strains,2019,Fungi
Q,RNQP (Annex IV),XANTCY,Xanthomonas arboricola pv. corylina,2019,Bacteria
Q,RNQP (Annex IV),XANTJU,Xanthomonas arboricola pv. juglandis,2019,Bacteria
Q,RNQP (Annex IV),XANTPR,Xanthomonas arboricola pv. pruni,2019,Bacteria
Q,RNQP (Annex IV),XANTFI,Xanthomonas campestris pv. fici,2019,Bacteria
Q,RNQP (Annex IV),XANTFF,Xanthomonas citri pv. fuscans,2019,Bacteria
Q,RNQP (Annex IV),XANTEU,Xanthomonas euvesicatoria pv. euvesicatoria,2019,Bacteria
Q,RNQP (Annex IV),XANTPF,Xanthomonas euvesicatoria pv. perforans,2019,Bacteria
Q,RNQP (Annex IV),XANTFR,Xanthomonas fragariae,2019,Bacteria
Q,RNQP (Annex IV),XANTGA,Xanthomonas hortorum pv. gardneri,2019,Bacteria
Q,RNQP (Annex IV),XANTPH,Xanthomonas phaseoli pv. phaseoli,2019,Bacteria
Q,RNQP (Annex IV),XANTVE,Xanthomonas vesicatoria,2019,Bacteria
Q,RNQP (Annex IV),XIPHDI,Xiphinema diversicaudatum,2019,Nematoda
Q,RNQP (Annex IV),XIPHIN,Xiphinema index,2019,Nematoda
Q,RNQP (Annex IV),XANTAM,Xylophilus ampelinus,2019,Bacteria
